Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,total_store_sales,Week_Number,Store_Cluster,Lag_1,Week,Predicted_Sales,Employees_Needed
1,2010-06-18,1503284.06,0,84.11,2.637,211.4537719,7.808,222402808.85,2010-W24,1,1542561.09,24,1494546.551100001,299.0
1,2010-06-25,1422711.6,0,84.34,2.653,211.3386526,7.808,222402808.85,2010-W25,1,1503284.06,25,1445327.3039999984,289.0
1,2010-07-02,1492418.14,0,80.91,2.669,211.2235333,7.787,222402808.85,2010-W26,1,1422711.6,26,1496724.2509999997,299.0
1,2010-07-09,1546074.18,0,80.48,2.642,211.108414,7.787,222402808.85,2010-W27,1,1492418.14,27,1499966.3853000023,300.0
1,2010-07-16,1448938.92,0,83.15,2.623,211.1003854,7.787,222402808.85,2010-W28,1,1546074.18,28,1470732.9033000001,294.0
1,2010-07-23,1385065.2,0,83.36,2.608,211.2351443,7.787,222402808.85,2010-W29,1,1448938.92,29,1412860.8778000006,283.0
1,2010-07-30,1371986.6,0,81.84,2.64,211.3699032,7.787,222402808.85,2010-W30,1,1385065.2,30,1408151.8815999986,282.0
1,2010-08-06,1605491.78,0,87.16,2.627,211.5046621,7.787,222402808.85,2010-W31,1,1371986.6,31,1534165.2854999998,307.0
1,2010-08-13,1508237.76,0,87.0,2.692,211.6394211,7.787,222402808.85,2010-W32,1,1605491.78,32,1512749.0294000015,303.0
1,2010-08-20,1513080.49,0,86.65,2.664,211.6033633,7.787,222402808.85,2010-W33,1,1508237.76,33,1501455.5810999987,300.0
1,2010-08-27,1449142.92,0,85.22,2.619,211.5673056,7.787,222402808.85,2010-W34,1,1513080.49,34,1453040.1043000005,291.0
1,2010-09-03,1540163.53,0,81.21,2.577,211.5312479,7.787,222402808.85,2010-W35,1,1449142.92,35,1491859.1080000005,298.0
1,2010-09-10,1507460.69,1,78.69,2.565,211.4951902,7.787,222402808.85,2010-W36,1,1540163.53,36,1497322.485599999,299.0
1,2010-09-17,1430378.67,0,82.11,2.582,211.5224596,7.787,222402808.85,2010-W37,1,1507460.69,37,1423204.5664000001,285.0
1,2010-09-24,1351791.03,0,80.94,2.624,211.5972246,7.787,222402808.85,2010-W38,1,1430378.67,38,1391079.640500001,278.0
1,2010-10-01,1453329.5,0,71.89,2.603,211.6719895,7.838,222402808.85,2010-W39,1,1351791.03,39,1439947.7011000002,288.0
1,2010-10-08,1508239.93,0,63.93,2.633,211.7467544,7.838,222402808.85,2010-W40,1,1453329.5,40,1503407.926000002,301.0
1,2010-10-15,1459409.1,0,67.18,2.72,211.8137436,7.838,222402808.85,2010-W41,1,1508239.93,41,1459852.2993999983,292.0
1,2010-10-22,1345454.0,0,69.86,2.725,211.8612937,7.838,222402808.85,2010-W42,1,1459409.1,42,1386976.4921000001,277.0
1,2010-10-29,1384209.22,0,69.64,2.716,211.9088438,7.838,222402808.85,2010-W43,1,1345454.0,43,1417556.9937999996,284.0
1,2010-11-05,1551659.28,0,58.74,2.689,211.9563939,7.838,222402808.85,2010-W44,1,1384209.22,44,1531012.7735000008,306.0
1,2010-11-12,1494479.49,0,59.61,2.728,212.003944,7.838,222402808.85,2010-W45,1,1551659.28,45,1497428.8278999992,299.0
1,2010-11-19,1483784.18,0,51.41,2.771,211.8896737,7.838,222402808.85,2010-W46,1,1494479.49,46,1495153.038300002,299.0
1,2010-11-26,1955624.11,1,64.52,2.735,211.7484333,7.838,222402808.85,2010-W47,1,1483784.18,47,2006073.001100003,401.0
1,2010-12-03,1548033.78,0,49.27,2.708,211.607193,7.838,222402808.85,2010-W48,1,1955624.11,48,1594082.7528,319.0
1,2010-12-10,1682614.26,0,46.33,2.843,211.4659526,7.838,222402808.85,2010-W49,1,1548033.78,49,1737922.7788,348.0
1,2010-12-17,1891034.93,0,49.84,2.869,211.4053124,7.838,222402808.85,2010-W50,1,1682614.26,50,1885393.7641000033,377.0
1,2010-12-24,2387950.2,0,52.33,2.886,211.4051222,7.838,222402808.85,2010-W51,1,1891034.93,51,2375367.697599999,475.0
1,2010-12-31,1367320.01,1,48.43,2.943,211.4049321,7.838,222402808.85,2010-W52,1,2387950.2,52,1404919.7199000006,281.0
1,2011-01-07,1444732.28,0,48.27,2.976,211.4047419,7.742,222402808.85,2011-W01,1,1367320.01,1,1417096.4640000004,283.0
1,2011-01-14,1391013.96,0,35.4,2.983,211.4574109,7.742,222402808.85,2011-W02,1,1444732.28,2,1423534.8620999996,285.0
1,2011-01-21,1327405.42,0,44.04,3.016,211.8272343,7.742,222402808.85,2011-W03,1,1391013.96,3,1339349.4331000014,268.0
1,2011-01-28,1316899.31,0,43.83,3.01,212.1970577,7.742,222402808.85,2011-W04,1,1327405.42,4,1343073.5352000012,269.0
1,2011-02-04,1606629.58,0,42.27,2.989,212.5668812,7.742,222402808.85,2011-W05,1,1316899.31,5,1550996.6022000008,310.0
1,2011-02-11,1649614.93,1,36.39,3.022,212.9367046,7.742,222402808.85,2011-W06,1,1606629.58,6,1603746.746100003,321.0
1,2011-02-18,1686842.78,0,57.36,3.045,213.2478853,7.742,222402808.85,2011-W07,1,1649614.93,7,1702388.9644000006,340.0
1,2011-02-25,1456800.28,0,62.9,3.065,213.535609,7.742,222402808.85,2011-W08,1,1686842.78,8,1524041.4662000004,305.0
1,2011-03-04,1636263.41,0,59.58,3.288,213.8233327,7.742,222402808.85,2011-W09,1,1456800.28,9,1609408.2601999985,322.0
1,2011-03-11,1553191.63,0,53.56,3.459,214.1110564,7.742,222402808.85,2011-W10,1,1636263.41,10,1579542.7560999987,316.0
1,2011-03-18,1576818.06,0,62.76,3.488,214.3627114,7.742,222402808.85,2011-W11,1,1553191.63,11,1567491.741500001,313.0
1,2011-03-25,1541102.38,0,69.97,3.473,214.5999389,7.742,222402808.85,2011-W12,1,1576818.06,12,1550787.1025999987,310.0
1,2011-04-01,1495064.75,0,59.17,3.524,214.8371664,7.682,222402808.85,2011-W13,1,1541102.38,13,1523112.3873000003,305.0
1,2011-04-08,1614259.35,0,67.84,3.622,215.0743939,7.682,222402808.85,2011-W14,1,1495064.75,14,1598367.6274999978,320.0
1,2011-04-15,1559889.0,0,71.27,3.743,215.2918561,7.682,222402808.85,2011-W15,1,1614259.35,15,1552087.3602999998,310.0
1,2011-04-22,1564819.81,0,72.99,3.807,215.4599053,7.682,222402808.85,2011-W16,1,1559889.0,16,1539141.461900001,308.0
1,2011-04-29,1455090.69,0,72.03,3.81,215.6279544,7.682,222402808.85,2011-W17,1,1564819.81,17,1488696.6814999995,298.0
1,2011-05-06,1629391.28,0,64.61,3.906,215.7960035,7.682,222402808.85,2011-W18,1,1455090.69,18,1592375.7186000003,318.0
1,2011-05-13,1604775.58,0,75.64,3.899,215.9640526,7.682,222402808.85,2011-W19,1,1629391.28,19,1581505.1139000005,316.0
1,2011-05-20,1428218.27,0,67.63,3.907,215.7339202,7.682,222402808.85,2011-W20,1,1604775.58,20,1480162.3145999997,296.0
1,2011-05-27,1466046.67,0,77.72,3.786,215.5037878,7.682,222402808.85,2011-W21,1,1428218.27,21,1511844.3514,302.0
1,2011-06-03,1635078.41,0,83.0,3.699,215.2736553,7.682,222402808.85,2011-W22,1,1466046.67,22,1605670.1257999984,321.0
1,2011-06-10,1588948.32,0,83.13,3.648,215.0435229,7.682,222402808.85,2011-W23,1,1635078.41,23,1586220.8745999972,317.0
1,2011-06-17,1532114.86,0,86.41,3.637,214.9980596,7.682,222402808.85,2011-W24,1,1588948.32,24,1544178.6519000002,309.0
1,2011-06-24,1438830.15,0,83.58,3.594,215.0910982,7.682,222402808.85,2011-W25,1,1532114.86,25,1494182.664000001,299.0
1,2011-07-01,1488538.09,0,85.55,3.524,215.1841368,7.962,222402808.85,2011-W26,1,1438830.15,26,1494546.9117000015,299.0
1,2011-07-08,1534849.64,0,85.83,3.48,215.2771754,7.962,222402808.85,2011-W27,1,1488538.09,27,1517358.0067999994,303.0
1,2011-07-15,1455119.97,0,88.54,3.575,215.3611087,7.962,222402808.85,2011-W28,1,1534849.64,28,1478712.5666999996,296.0
1,2011-07-22,1396926.82,0,85.77,3.651,215.4222784,7.962,222402808.85,2011-W29,1,1455119.97,29,1427528.4565999983,286.0
1,2011-07-29,1352219.79,0,86.83,3.682,215.4834482,7.962,222402808.85,2011-W30,1,1396926.82,30,1420501.5712000018,284.0
1,2011-08-05,1624383.75,0,91.65,3.684,215.544618,7.962,222402808.85,2011-W31,1,1352219.79,31,1550899.4466,310.0
1,2011-08-12,1525147.09,0,90.76,3.638,215.6057878,7.962,222402808.85,2011-W32,1,1624383.75,32,1526109.8570000015,305.0
1,2011-08-19,1530761.43,0,89.94,3.554,215.6693107,7.962,222402808.85,2011-W33,1,1525147.09,33,1515759.0841000027,303.0
1,2011-08-26,1464693.46,0,87.96,3.523,215.7332258,7.962,222402808.85,2011-W34,1,1530761.43,34,1481103.7893999994,296.0
1,2011-09-02,1550229.22,0,87.83,3.533,215.7971409,7.962,222402808.85,2011-W35,1,1464693.46,35,1505620.6444999992,301.0
1,2011-09-09,1540471.24,1,76.0,3.546,215.861056,7.962,222402808.85,2011-W36,1,1550229.22,36,1524144.5020999992,305.0
1,2011-09-16,1514259.78,0,79.94,3.526,216.0410526,7.962,222402808.85,2011-W37,1,1540471.24,37,1500680.7995000007,300.0
1,2011-09-23,1380020.27,0,75.8,3.467,216.3758246,7.962,222402808.85,2011-W38,1,1514259.78,38,1416623.3889999997,283.0
1,2011-09-30,1394561.83,0,79.69,3.355,216.7105965,7.962,222402808.85,2011-W39,1,1380020.27,39,1427195.0484,285.0
1,2011-10-07,1630989.95,0,69.31,3.285,217.0453684,7.866,222402808.85,2011-W40,1,1394561.83,40,1561460.9530000004,312.0
1,2011-10-14,1493525.93,0,71.74,3.274,217.3552733,7.866,222402808.85,2011-W41,1,1630989.95,41,1507073.9627000021,301.0
1,2011-10-21,1502562.78,0,63.71,3.353,217.5159762,7.866,222402808.85,2011-W42,1,1493525.93,42,1495872.9576000017,299.0
1,2011-10-28,1445249.09,0,66.57,3.372,217.6766791,7.866,222402808.85,2011-W43,1,1502562.78,43,1459486.534200002,292.0
1,2011-11-04,1697229.58,0,54.98,3.332,217.837382,7.866,222402808.85,2011-W44,1,1445249.09,44,1620350.705500001,324.0
1,2011-11-11,1594938.89,0,59.11,3.297,217.9980849,7.866,222402808.85,2011-W45,1,1697229.58,45,1573505.227,315.0
1,2011-11-18,1539483.7,0,62.25,3.308,218.2205088,7.866,222402808.85,2011-W46,1,1594938.89,46,1538418.7661000001,308.0
1,2011-11-25,2033320.66,1,60.14,3.236,218.4676211,7.866,222402808.85,2011-W47,1,1539483.7,47,2031472.5402999986,406.0
1,2011-12-02,1584083.95,0,48.91,3.172,218.7147333,7.866,222402808.85,2011-W48,1,2033320.66,48,1619502.3370000003,324.0
1,2011-12-09,1799682.38,0,43.93,3.158,218.9618456,7.866,222402808.85,2011-W49,1,1584083.95,49,1802556.4460999984,361.0
1,2011-12-16,1881176.67,0,51.63,3.159,219.1794533,7.866,222402808.85,2011-W50,1,1799682.38,50,1914226.4549999984,383.0
1,2011-12-23,2270188.99,0,47.96,3.112,219.3577216,7.866,222402808.85,2011-W51,1,1881176.67,51,2267907.669400001,454.0
1,2011-12-30,1497462.72,1,44.55,3.129,219.5359898,7.866,222402808.85,2011-W52,1,2270188.99,52,1497965.5438999992,300.0
1,2012-01-06,1550369.92,0,49.01,3.157,219.7142581,7.348,222402808.85,2012-W01,1,1497462.72,1,1506635.3345,301.0
1,2012-01-13,1459601.17,0,48.53,3.261,219.8925263,7.348,222402808.85,2012-W02,1,1550369.92,2,1492834.1632000012,299.0
1,2012-01-20,1394393.84,0,54.11,3.268,219.9856893,7.348,222402808.85,2012-W03,1,1459601.17,3,1427535.5081000018,286.0
1,2012-01-27,1319325.59,0,54.26,3.29,220.0788523,7.348,222402808.85,2012-W04,1,1394393.84,4,1366516.5558000018,273.0
1,2012-02-03,1636339.65,0,56.55,3.36,220.1720153,7.348,222402808.85,2012-W05,1,1319325.59,5,1585953.6297000023,317.0
1,2012-02-10,1802477.43,1,48.02,3.409,220.2651783,7.348,222402808.85,2012-W06,1,1636339.65,6,1713284.3402000025,343.0
1,2012-02-17,1819870.0,0,45.32,3.51,220.4257586,7.348,222402808.85,2012-W07,1,1802477.43,7,1745838.7998000002,349.0
1,2012-02-24,1539387.83,0,57.25,3.555,220.636902,7.348,222402808.85,2012-W08,1,1819870.0,8,1606073.6363,321.0
1,2012-03-02,1688420.76,0,60.96,3.63,220.8480454,7.348,222402808.85,2012-W09,1,1539387.83,9,1636854.0203,327.0
1,2012-03-09,1675431.16,0,58.76,3.669,221.0591887,7.348,222402808.85,2012-W10,1,1688420.76,10,1639011.9307999983,328.0
1,2012-03-16,1677472.78,0,64.74,3.734,221.2118132,7.348,222402808.85,2012-W11,1,1675431.16,11,1642536.4574000002,329.0
1,2012-03-23,1511068.07,0,65.93,3.787,221.2864126,7.348,222402808.85,2012-W12,1,1677472.78,12,1562967.5232999984,313.0
1,2012-03-30,1649604.63,0,67.61,3.845,221.3610119,7.348,222402808.85,2012-W13,1,1511068.07,13,1593512.7481999993,319.0
1,2012-04-06,1899676.88,0,70.43,3.891,221.4356112,7.143,222402808.85,2012-W14,1,1649604.63,14,1830143.7104999984,366.0
1,2012-04-13,1621031.7,0,69.07,3.891,221.5102105,7.143,222402808.85,2012-W15,1,1899676.88,15,1654884.7225999988,331.0
1,2012-04-20,1521577.87,0,66.76,3.877,221.5640737,7.143,222402808.85,2012-W16,1,1621031.7,16,1539681.437700002,308.0
1,2012-04-27,1468928.37,0,67.23,3.814,221.6179368,7.143,222402808.85,2012-W17,1,1521577.87,17,1500884.9721000013,300.0
1,2012-05-04,1684519.99,0,75.55,3.749,221.6718,7.143,222402808.85,2012-W18,1,1468928.37,18,1630265.8512999997,326.0
1,2012-05-11,1611096.05,0,73.77,3.688,221.7256632,7.143,222402808.85,2012-W19,1,1684519.99,19,1595226.1877,319.0
1,2012-05-18,1595901.87,0,70.33,3.63,221.742674,7.143,222402808.85,2012-W20,1,1611096.05,20,1590723.7352000016,318.0
1,2012-05-25,1555444.55,0,77.22,3.561,221.744944,7.143,222402808.85,2012-W21,1,1595901.87,21,1572924.2054000003,315.0
1,2012-06-01,1624477.58,0,77.95,3.501,221.7472139,7.143,222402808.85,2012-W22,1,1555444.55,22,1612494.4380000008,322.0
1,2012-06-08,1697230.96,0,78.3,3.452,221.7494839,7.143,222402808.85,2012-W23,1,1624477.58,23,1648162.4907,330.0
1,2012-06-15,1630607.0,0,79.35,3.393,221.7626421,7.143,222402808.85,2012-W24,1,1697230.96,24,1628740.1344000006,326.0
1,2012-06-22,1527845.81,0,78.39,3.346,221.8030211,7.143,222402808.85,2012-W25,1,1630607.0,25,1556472.5545000008,311.0
1,2012-06-29,1540421.49,0,84.88,3.286,221.8434,7.143,222402808.85,2012-W26,1,1527845.81,26,1569148.470699999,314.0
1,2012-07-06,1769854.16,0,81.57,3.227,221.8837789,6.908,222402808.85,2012-W27,1,1540421.49,27,1693453.3413999986,339.0
1,2012-07-13,1527014.04,0,77.12,3.256,221.9241579,6.908,222402808.85,2012-W28,1,1769854.16,28,1545861.8134000015,309.0
1,2012-07-20,1497954.76,0,80.42,3.311,221.9327267,6.908,222402808.85,2012-W29,1,1527014.04,29,1508680.9001000004,302.0
1,2012-07-27,1439123.71,0,82.66,3.407,221.9412954,6.908,222402808.85,2012-W30,1,1497954.76,30,1487664.025799999,298.0
1,2012-08-03,1631135.79,0,86.11,3.417,221.9498642,6.908,222402808.85,2012-W31,1,1439123.71,31,1592153.6142000004,318.0
1,2012-08-10,1592409.97,0,85.05,3.494,221.9584329,6.908,222402808.85,2012-W32,1,1631135.79,32,1584094.5598999993,317.0
1,2012-08-17,1597868.05,0,84.85,3.571,222.0384109,6.908,222402808.85,2012-W33,1,1592409.97,33,1579022.9446999994,316.0
1,2012-08-24,1494122.38,0,77.66,3.62,222.1719457,6.908,222402808.85,2012-W34,1,1597868.05,34,1514670.9353999987,303.0
1,2012-08-31,1582083.4,0,80.49,3.638,222.3054805,6.908,222402808.85,2012-W35,1,1494122.38,35,1562912.2980000018,313.0
1,2012-09-07,1661767.33,1,83.96,3.73,222.4390153,6.908,222402808.85,2012-W36,1,1582083.4,36,1630111.588000001,326.0
1,2012-09-14,1517428.87,0,74.97,3.717,222.5820193,6.908,222402808.85,2012-W37,1,1661767.33,37,1537576.662900002,308.0
1,2012-09-21,1506126.06,0,69.87,3.721,222.7818386,6.908,222402808.85,2012-W38,1,1517428.87,38,1500364.2280000008,300.0
1,2012-09-28,1437059.26,0,76.08,3.666,222.9816579,6.908,222402808.85,2012-W39,1,1506126.06,39,1461091.1916000003,292.0
1,2012-10-05,1670785.97,0,68.55,3.617,223.1814772,6.573,222402808.85,2012-W40,1,1437059.26,40,1612707.8929999995,323.0
1,2012-10-12,1573072.81,0,62.99,3.601,223.3812965,6.573,222402808.85,2012-W41,1,1670785.97,41,1562903.4037000013,313.0
1,2012-10-19,1508068.77,0,67.97,3.594,223.4257233,6.573,222402808.85,2012-W42,1,1573072.81,42,1509671.8944999995,302.0
1,2012-10-26,1493659.74,0,69.16,3.506,223.4442513,6.573,222402808.85,2012-W43,1,1508068.77,43,1490344.766299999,298.0
2,2010-02-12,2137809.5,1,38.49,2.548,210.8979935,8.324,275382440.98,2010-W06,3,2136989.46,6,2132079.0226999996,426.0
2,2010-02-19,2124451.54,0,39.69,2.514,210.9451605,8.324,275382440.98,2010-W07,3,2137809.5,7,2113931.949099999,423.0
2,2010-02-26,1865097.27,0,46.1,2.561,210.9759573,8.324,275382440.98,2010-W08,3,2124451.54,8,1928670.3436000021,386.0
2,2010-03-05,1991013.13,0,47.17,2.625,211.0067542,8.324,275382440.98,2010-W09,3,1865097.27,9,1979676.5105999978,396.0
2,2010-03-12,1990483.78,0,57.56,2.667,211.037551,8.324,275382440.98,2010-W10,3,1991013.13,10,1972446.7198000005,394.0
2,2010-03-19,1946070.88,0,54.52,2.72,210.8733316,8.324,275382440.98,2010-W11,3,1990483.78,11,1942211.8759999985,388.0
2,2010-03-26,1750197.81,0,51.26,2.732,210.6766095,8.324,275382440.98,2010-W12,3,1946070.88,12,1827372.5707000007,365.0
2,2010-04-02,2066187.72,0,63.27,2.719,210.4798874,8.2,275382440.98,2010-W13,3,1750197.81,13,1983583.3421,397.0
2,2010-04-09,1954689.21,0,65.41,2.77,210.2831653,8.2,275382440.98,2010-W14,3,2066187.72,14,1962580.0665000007,393.0
2,2010-04-16,1874957.94,0,68.07,2.808,210.1495463,8.2,275382440.98,2010-W15,3,1954689.21,15,1876201.9189999986,375.0
2,2010-04-23,1821990.93,0,65.11,2.795,210.1000648,8.2,275382440.98,2010-W16,3,1874957.94,16,1844788.1514000013,369.0
2,2010-04-30,1802450.29,0,66.98,2.78,210.0505833,8.2,275382440.98,2010-W17,3,1821990.93,17,1842349.2922,368.0
2,2010-05-07,2042581.71,0,71.28,2.835,210.0011018,8.2,275382440.98,2010-W18,3,1802450.29,18,1977844.8789000008,396.0
2,2010-05-14,1880752.36,0,73.31,2.854,209.9984585,8.2,275382440.98,2010-W19,3,2042581.71,19,1905756.1776000017,381.0
2,2010-05-21,1896937.1,0,74.83,2.826,210.2768443,8.2,275382440.98,2010-W20,3,1880752.36,20,1903439.244899998,381.0
2,2010-05-28,1957113.89,0,81.13,2.759,210.5552301,8.2,275382440.98,2010-W21,3,1896937.1,21,1945813.1784999985,389.0
2,2010-06-04,2102539.93,0,81.81,2.705,210.833616,8.2,275382440.98,2010-W22,3,1957113.89,22,2029154.369100003,406.0
2,2010-06-11,2025538.76,0,83.4,2.668,211.1120018,8.2,275382440.98,2010-W23,3,2102539.93,23,2028959.7652999992,406.0
2,2010-06-18,2001636.96,0,85.81,2.637,211.1096543,8.2,275382440.98,2010-W24,3,2025538.76,24,1983890.2988000012,397.0
2,2010-06-25,1939927.09,0,86.26,2.653,210.9950134,8.2,275382440.98,2010-W25,3,2001636.96,25,1950676.5502000027,390.0
2,2010-07-02,2003940.64,0,82.74,2.669,210.8803726,8.099,275382440.98,2010-W26,3,1939927.09,26,1969183.364899997,394.0
2,2010-07-09,1880902.62,0,82.59,2.642,210.7657317,8.099,275382440.98,2010-W27,3,2003940.64,27,1904333.6519000016,381.0
2,2010-07-16,1845879.79,0,85.32,2.623,210.7577954,8.099,275382440.98,2010-W28,3,1880902.62,28,1868823.6450999996,374.0
2,2010-07-23,1781717.71,0,87.66,2.608,210.8921319,8.099,275382440.98,2010-W29,3,1845879.79,29,1816822.7038999996,363.0
2,2010-07-30,1804246.16,0,83.49,2.64,211.0264684,8.099,275382440.98,2010-W30,3,1781717.71,30,1811590.6409999984,362.0
2,2010-08-06,1991909.98,0,89.53,2.627,211.1608049,8.099,275382440.98,2010-W31,3,1804246.16,31,1927698.7745999983,386.0
2,2010-08-13,1895601.05,0,89.05,2.692,211.2951413,8.099,275382440.98,2010-W32,3,1991909.98,32,1903851.4615000011,381.0
2,2010-08-20,1964335.23,0,88.7,2.664,211.2596586,8.099,275382440.98,2010-W33,3,1895601.05,33,1937378.7682999987,387.0
2,2010-08-27,1863840.49,0,87.12,2.619,211.2241759,8.099,275382440.98,2010-W34,3,1964335.23,34,1882083.4334000011,376.0
2,2010-09-03,1904608.09,0,81.83,2.577,211.1886931,8.099,275382440.98,2010-W35,3,1863840.49,35,1881506.248300001,376.0
2,2010-09-10,1839128.83,1,79.09,2.565,211.1532104,8.099,275382440.98,2010-W36,3,1904608.09,36,1875164.4144000025,375.0
2,2010-09-17,1793903.6,0,82.05,2.582,211.1806415,8.099,275382440.98,2010-W37,3,1839128.83,37,1804517.0124999976,361.0
2,2010-09-24,1724557.22,0,81.79,2.624,211.2552578,8.099,275382440.98,2010-W38,3,1793903.6,38,1753021.4766999984,351.0
2,2010-10-01,1827440.43,0,69.24,2.603,211.3298742,8.163,275382440.98,2010-W39,3,1724557.22,39,1832849.433200003,367.0
2,2010-10-08,1849921.44,0,63.19,2.633,211.4044906,8.163,275382440.98,2010-W40,3,1827440.43,40,1864200.7512999985,373.0
2,2010-10-15,1794355.49,0,65.8,2.72,211.4713286,8.163,275382440.98,2010-W41,3,1849921.44,41,1811735.7504,362.0
2,2010-10-22,1737947.64,0,68.5,2.725,211.5187208,8.163,275382440.98,2010-W42,3,1794355.49,42,1765957.0830999985,353.0
2,2010-10-29,1802755.11,0,66.24,2.716,211.5661131,8.163,275382440.98,2010-W43,3,1737947.64,43,1818092.2448000025,364.0
2,2010-11-05,1939061.41,0,57.85,2.689,211.6135053,8.163,275382440.98,2010-W44,3,1802755.11,44,1901099.1145999976,380.0
2,2010-11-12,1916812.74,0,59.69,2.728,211.6608975,8.163,275382440.98,2010-W45,3,1939061.41,45,1922192.294600001,384.0
2,2010-11-19,1956739.17,0,50.81,2.771,211.5470304,8.163,275382440.98,2010-W46,3,1916812.74,46,1958922.939099998,392.0
2,2010-11-26,2658725.29,1,62.98,2.735,211.4062867,8.163,275382440.98,2010-W47,3,1956739.17,47,2656182.501799998,531.0
2,2010-12-03,2015781.27,0,49.33,2.708,211.265543,8.163,275382440.98,2010-W48,3,2658725.29,48,2092432.6632000003,418.0
2,2010-12-10,2378726.55,0,45.5,2.843,211.1247993,8.163,275382440.98,2010-W49,3,2015781.27,49,2377682.4915000033,476.0
2,2010-12-17,2609166.75,0,47.55,2.869,211.0645458,8.163,275382440.98,2010-W50,3,2378726.55,50,2646834.5299,529.0
2,2010-12-24,3436007.68,0,49.97,2.886,211.0646599,8.163,275382440.98,2010-W51,3,2609166.75,51,3432507.0886000018,687.0
2,2010-12-31,1750434.55,1,47.3,2.943,211.064774,8.163,275382440.98,2010-W52,3,3436007.68,52,1784411.4253000007,357.0
2,2011-01-07,1758050.79,0,44.69,2.976,211.0648881,8.028,275382440.98,2011-W01,3,1750434.55,1,1759604.081600001,352.0
2,2011-01-14,1744193.58,0,33.02,2.983,211.1176713,8.028,275382440.98,2011-W02,3,1758050.79,2,1745661.1930000007,349.0
2,2011-01-21,1751384.9,0,41.4,3.016,211.4864691,8.028,275382440.98,2011-W03,3,1744193.58,3,1748826.0113000027,350.0
2,2011-01-28,1695371.68,0,42.83,3.01,211.8552668,8.028,275382440.98,2011-W04,3,1751384.9,4,1712994.9916000033,343.0
2,2011-02-04,1929346.23,0,38.25,2.989,212.2240646,8.028,275382440.98,2011-W05,3,1695371.68,5,1869390.7473999995,374.0
2,2011-02-11,2168041.61,1,33.19,3.022,212.5928624,8.028,275382440.98,2011-W06,3,1929346.23,6,2108981.356600004,422.0
2,2011-02-18,2080884.82,0,57.83,3.045,212.9033115,8.028,275382440.98,2011-W07,3,2168041.61,7,2076160.196299997,415.0
2,2011-02-25,1833511.08,0,60.8,3.065,213.190421,8.028,275382440.98,2011-W08,3,2080884.82,8,1919529.1973000022,384.0
2,2011-03-04,1981607.78,0,57.77,3.288,213.4775305,8.028,275382440.98,2011-W09,3,1833511.08,9,1941462.896000001,388.0
